unit_id,cip4,earn_mdn_4yr,earn_n
204866.0,1312,43893.0,353.0
139940.0,5208,82688.0,353.0
204839.0,1312,43893.0,353.0
232186.0,5203,91132.0,353.0
100751.0,0909,68227.0,352.0
110556.0,4201,51526.0,352.0
110671.0,4511,55682.0,352.0
110565.0,3105,51787.0,351.0
146719.0,5138,87922.0,350.0
198464.0,0901,59432.0,350.0
219718.0,5202,60102.0,350.0
498571.0,5202,55515.0,350.0
110510.0,4301,54275.0,350.0
186380.0,5122,74633.0,350.0
214713.0,5210,81755.0,349.0
214777.0,5210,81755.0,349.0
110608.0,5208,74656.0,349.0
214768.0,5210,81755.0,349.0
214698.0,5210,81755.0,349.0
214643.0,5210,81755.0,349.0
190512.0,5205,69215.0,349.0
214704.0,5210,81755.0,349.0
479956.0,5210,81755.0,349.0
232186.0,5213,97049.0,348.0
122597.0,5214,71691.0,348.0
104151.0,4511,54611.0,348.0
483124.0,4511,54611.0,348.0
169248.0,5214,75661.0,347.0
227881.0,5201,63837.0,347.0
134945.0,5138,89191.0,347.0
131113.0,5138,97666.0,347.0
164988.0,0901,80306.0,347.0
166629.0,3099,63383.0,346.0
441937.0,4201,48789.0,346.0
479956.0,5214,79343.0,346.0
164076.0,4201,55497.0,346.0
233921.0,5213,108726.0,346.0
214713.0,5214,79343.0,346.0
214777.0,5214,79343.0,346.0
169716.0,5138,81602.0,346.0
214591.0,5214,79343.0,346.0
498571.0,5138,82099.0,345.0
228778.0,4506,89354.0,345.0
228431.0,3099,50052.0,344.0
199209.0,5202,50983.0,344.0
132903.0,3000,51959.0,344.0
130943.0,5214,88383.0,343.0
133951.0,5214,64423.0,343.0
240444.0,4506,85366.0,342.0
171100.0,3105,67290.0,342.0
196130.0,5202,57114.0,341.0
104151.0,1107,114868.0,341.0
483124.0,1107,114868.0,341.0
183026.0,4400,49508.0,341.0
110547.0,4301,57727.0,341.0
198464.0,5138,82250.0,341.0
237950.0,2401,56132.0,340.0
225414.0,3099,57065.0,340.0
145813.0,1312,49240.0,340.0
237701.0,2401,56132.0,340.0
238032.0,2401,56132.0,340.0
207500.0,5138,84009.0,340.0
229115.0,1419,98113.0,340.0
227216.0,0904,57461.0,340.0
207342.0,5138,84009.0,340.0
